#,,,,,,,
#,,,,,,,
# US Geological Survey,,,,,,,
# retrieved: 2022-06-29 22:50:03 EDT      (caww01),,,,,,,
#,,,,,,,
# This file contains USGS Surface-Water Monthly Statistics,,,,,,,
#,,,,,,,
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.,,,,,,,
# The user is responsible for assessment and use of statistics from this site.,,,,,,,
# For more details on why the statistics may not match,,,,,,,
#,,,,,,,
# ** No Incomplete data have been used for statistical calculation,,,,,,,
#,,,,,,,
# This file includes the following columns:,,,,,,,
#,,,,,,,
#,,,,,,,
# agency_cd    agency code,,,,,,,
# site_no USGS site number,,,,,,,
# parameter_cd,,,,,,,
# ts_id,,,,,,,
# year_nu Calendar year for value,,,,,,,
# month_nu     Month for value,,,,,,,
# mean_va monthly-mean value.,,,,,,,
#         if there is not complete record,,,,,,,
#         for a month this field is blank,,,,,,,
#,,,,,,,
#,,,,,,,
# Sites in this file include:,,,,,,,
# USGS 09050700 BLUE RIVER BELOW DILLON,,,,,,,
# ,,,,,,,
# Explanation of Parameter Code and ts_id used in the Statistics Data ,,,,,,,
# parameter_cd,Parameter Name,,,,,ts_id,Location Name
# 00060,,Discharge,,,,,
#,,,,,,,
#,,,,,,,
agency_cd,site_no,parameter_cd,ts_id,year_nu,month_nu,mean_va,
5s,15s,5s,3n,4s,2s,12n,
USGS,9050700,60,18527,2000,1,104.1,
USGS,9050700,60,18527,2000,2,103.7,
USGS,9050700,60,18527,2000,3,101.7,
USGS,9050700,60,18527,2000,4,106.9,
USGS,9050700,60,18527,2000,5,246,
USGS,9050700,60,18527,2000,6,635.7,
USGS,9050700,60,18527,2000,7,155.1,
USGS,9050700,60,18527,2000,8,92.3,
USGS,9050700,60,18527,2000,9,73.1,
USGS,9050700,60,18527,2000,10,68.4,
USGS,9050700,60,18527,2000,11,69.6,
USGS,9050700,60,18527,2000,12,78.4,
USGS,9050700,60,18527,2001,1,82.4,
USGS,9050700,60,18527,2001,2,82.3,
USGS,9050700,60,18527,2001,3,64.8,
USGS,9050700,60,18527,2001,4,88.4,
USGS,9050700,60,18527,2001,5,106.2,
USGS,9050700,60,18527,2001,6,276.9,
USGS,9050700,60,18527,2001,7,321.3,
USGS,9050700,60,18527,2001,8,137.3,
USGS,9050700,60,18527,2001,9,178.7,
USGS,9050700,60,18527,2001,10,145.3,
USGS,9050700,60,18527,2001,11,99.4,
USGS,9050700,60,18527,2001,12,81.3,
USGS,9050700,60,18527,2002,1,89.4,
USGS,9050700,60,18527,2002,2,58.2,
USGS,9050700,60,18527,2002,3,67.3,
USGS,9050700,60,18527,2002,4,67.4,
USGS,9050700,60,18527,2002,5,54,
USGS,9050700,60,18527,2002,6,54,
USGS,9050700,60,18527,2002,7,54,
USGS,9050700,60,18527,2002,8,54.1,
USGS,9050700,60,18527,2002,9,54,
USGS,9050700,60,18527,2002,10,54,
USGS,9050700,60,18527,2002,11,54,
USGS,9050700,60,18527,2002,12,54.1,
USGS,9050700,60,18527,2003,1,61.6,
USGS,9050700,60,18527,2003,2,81.9,
USGS,9050700,60,18527,2003,3,74.6,
USGS,9050700,60,18527,2003,4,52.7,
USGS,9050700,60,18527,2003,5,51.1,
USGS,9050700,60,18527,2003,6,51.2,
USGS,9050700,60,18527,2003,7,152.8,
USGS,9050700,60,18527,2003,8,112.8,
USGS,9050700,60,18527,2003,9,108.7,
USGS,9050700,60,18527,2003,10,101.3,
USGS,9050700,60,18527,2003,11,69.1,
USGS,9050700,60,18527,2003,12,72.5,
USGS,9050700,60,18527,2004,1,72.3,
USGS,9050700,60,18527,2004,2,72.3,
USGS,9050700,60,18527,2004,3,64.8,
USGS,9050700,60,18527,2004,4,48.2,
USGS,9050700,60,18527,2004,5,49.7,
USGS,9050700,60,18527,2004,6,50.2,
USGS,9050700,60,18527,2004,7,76,
USGS,9050700,60,18527,2004,8,90.6,
USGS,9050700,60,18527,2004,9,127.7,
USGS,9050700,60,18527,2004,10,61,
USGS,9050700,60,18527,2004,11,65.9,
USGS,9050700,60,18527,2004,12,88.3,
USGS,9050700,60,18527,2005,1,93.6,
USGS,9050700,60,18527,2005,2,67.6,
USGS,9050700,60,18527,2005,3,70.7,
USGS,9050700,60,18527,2005,4,64,
USGS,9050700,60,18527,2005,5,52.3,
USGS,9050700,60,18527,2005,6,300.8,
USGS,9050700,60,18527,2005,7,161,
USGS,9050700,60,18527,2005,8,100.8,
USGS,9050700,60,18527,2005,9,103.9,
USGS,9050700,60,18527,2005,10,100.1,
USGS,9050700,60,18527,2005,11,98.7,
USGS,9050700,60,18527,2005,12,103.7,
USGS,9050700,60,18527,2006,1,65.9,
USGS,9050700,60,18527,2006,2,98.5,
USGS,9050700,60,18527,2006,3,101,
USGS,9050700,60,18527,2006,4,100.7,
USGS,9050700,60,18527,2006,5,165.5,
USGS,9050700,60,18527,2006,6,451.2,
USGS,9050700,60,18527,2006,7,144.5,
USGS,9050700,60,18527,2006,8,206.4,
USGS,9050700,60,18527,2006,9,124.9,
USGS,9050700,60,18527,2006,10,140,
USGS,9050700,60,18527,2006,11,163.1,
USGS,9050700,60,18527,2006,12,109.3,
USGS,9050700,60,18527,2007,1,73.8,
USGS,9050700,60,18527,2007,2,70.9,
USGS,9050700,60,18527,2007,3,91.6,
USGS,9050700,60,18527,2007,4,198.5,
USGS,9050700,60,18527,2007,5,798.9,
USGS,9050700,60,18527,2007,6,1032,
USGS,9050700,60,18527,2007,7,163.7,
USGS,9050700,60,18527,2007,8,161.5,
USGS,9050700,60,18527,2007,9,178.8,
USGS,9050700,60,18527,2007,10,125.9,
USGS,9050700,60,18527,2007,11,194.7,
USGS,9050700,60,18527,2007,12,67.8,
USGS,9050700,60,18527,2008,1,51.9,
USGS,9050700,60,18527,2008,2,52.1,
USGS,9050700,60,18527,2008,3,132.9,
USGS,9050700,60,18527,2008,4,340.5,
USGS,9050700,60,18527,2008,5,576.3,
USGS,9050700,60,18527,2008,6,362.6,
USGS,9050700,60,18527,2008,7,488.5,
USGS,9050700,60,18527,2008,8,200.1,
USGS,9050700,60,18527,2008,9,171.9,
USGS,9050700,60,18527,2008,10,114.4,
USGS,9050700,60,18527,2008,11,102.7,
USGS,9050700,60,18527,2008,12,104.6,
USGS,9050700,60,18527,2009,1,103.1,
USGS,9050700,60,18527,2009,2,98.1,
USGS,9050700,60,18527,2009,3,71.9,
USGS,9050700,60,18527,2009,4,88.9,
USGS,9050700,60,18527,2009,5,394.5,
USGS,9050700,60,18527,2009,6,1363,
USGS,9050700,60,18527,2009,7,640.6,
USGS,9050700,60,18527,2009,8,216.1,
USGS,9050700,60,18527,2009,9,97.6,
USGS,9050700,60,18527,2009,10,93.3,
USGS,9050700,60,18527,2009,11,97.7,
USGS,9050700,60,18527,2009,12,54.4,
USGS,9050700,60,18527,2010,1,69.2,
USGS,9050700,60,18527,2010,2,61.6,
USGS,9050700,60,18527,2010,3,53.4,
USGS,9050700,60,18527,2010,4,100.7,
USGS,9050700,60,18527,2010,5,262.1,
USGS,9050700,60,18527,2010,6,1110,
USGS,9050700,60,18527,2010,7,182,
USGS,9050700,60,18527,2010,8,182.8,
USGS,9050700,60,18527,2010,9,96.3,
USGS,9050700,60,18527,2010,10,54.1,
USGS,9050700,60,18527,2010,11,52.9,
USGS,9050700,60,18527,2010,12,54.2,
USGS,9050700,60,18527,2011,1,53.6,
USGS,9050700,60,18527,2011,2,53.1,
USGS,9050700,60,18527,2011,3,92.3,
USGS,9050700,60,18527,2011,4,192.5,
USGS,9050700,60,18527,2011,5,758.3,
USGS,9050700,60,18527,2011,6,1036,
USGS,9050700,60,18527,2011,7,1281,
USGS,9050700,60,18527,2011,8,307,
USGS,9050700,60,18527,2011,9,108.7,
USGS,9050700,60,18527,2011,10,88.2,
USGS,9050700,60,18527,2011,11,88.1,
USGS,9050700,60,18527,2011,12,54.5,
USGS,9050700,60,18527,2012,1,52.9,
USGS,9050700,60,18527,2012,2,53.1,
USGS,9050700,60,18527,2012,3,64.8,
USGS,9050700,60,18527,2012,4,53,
USGS,9050700,60,18527,2012,5,53.3,
USGS,9050700,60,18527,2012,6,53.5,
USGS,9050700,60,18527,2012,7,53.5,
USGS,9050700,60,18527,2012,8,52.7,
USGS,9050700,60,18527,2012,9,52,
USGS,9050700,60,18527,2012,10,53.1,
USGS,9050700,60,18527,2012,11,53,
USGS,9050700,60,18527,2012,12,57.8,
USGS,9050700,60,18527,2013,1,76.2,
USGS,9050700,60,18527,2013,2,79.6,
USGS,9050700,60,18527,2013,3,70.8,
USGS,9050700,60,18527,2013,4,54.6,
USGS,9050700,60,18527,2013,5,54,
USGS,9050700,60,18527,2013,6,55.5,
USGS,9050700,60,18527,2013,7,56.5,
USGS,9050700,60,18527,2013,8,57.3,
USGS,9050700,60,18527,2013,9,143.7,
USGS,9050700,60,18527,2013,10,224.6,
USGS,9050700,60,18527,2013,11,139.8,
USGS,9050700,60,18527,2013,12,106.9,
USGS,9050700,60,18527,2014,1,123.7,
USGS,9050700,60,18527,2014,2,129.9,
USGS,9050700,60,18527,2014,3,324.9,
USGS,9050700,60,18527,2014,4,567.5,
USGS,9050700,60,18527,2014,5,1025,
USGS,9050700,60,18527,2014,6,1071,
USGS,9050700,60,18527,2014,7,722.8,
USGS,9050700,60,18527,2014,8,207.2,
USGS,9050700,60,18527,2014,9,111.9,
USGS,9050700,60,18527,2014,10,110,
USGS,9050700,60,18527,2014,11,110,
USGS,9050700,60,18527,2014,12,110,
USGS,9050700,60,18527,2015,1,124.3,
USGS,9050700,60,18527,2015,2,197,
USGS,9050700,60,18527,2015,3,126.8,
USGS,9050700,60,18527,2015,4,181.9,
USGS,9050700,60,18527,2015,5,842.9,
USGS,9050700,60,18527,2015,6,1392,
USGS,9050700,60,18527,2015,7,596.2,
USGS,9050700,60,18527,2015,8,235,
USGS,9050700,60,18527,2015,9,121,
USGS,9050700,60,18527,2015,10,109.1,
USGS,9050700,60,18527,2015,11,106.9,
USGS,9050700,60,18527,2015,12,97.3,
USGS,9050700,60,18527,2016,1,92.6,
USGS,9050700,60,18527,2016,2,92.4,
USGS,9050700,60,18527,2016,3,101.7,
USGS,9050700,60,18527,2016,4,110.6,
USGS,9050700,60,18527,2016,5,532.2,
USGS,9050700,60,18527,2016,6,1020,
USGS,9050700,60,18527,2016,7,317.8,
USGS,9050700,60,18527,2016,8,107.5,
USGS,9050700,60,18527,2016,9,104,
USGS,9050700,60,18527,2016,10,106.2,
USGS,9050700,60,18527,2016,11,99,
USGS,9050700,60,18527,2016,12,75.6,
USGS,9050700,60,18527,2017,1,89.9,
USGS,9050700,60,18527,2017,2,98,
USGS,9050700,60,18527,2017,3,81.4,
USGS,9050700,60,18527,2017,4,95.1,
USGS,9050700,60,18527,2017,5,207,
USGS,9050700,60,18527,2017,6,892,
USGS,9050700,60,18527,2017,7,317.3,
USGS,9050700,60,18527,2017,8,209.3,
USGS,9050700,60,18527,2017,9,103.4,
USGS,9050700,60,18527,2017,10,98.2,
USGS,9050700,60,18527,2017,11,121.1,
USGS,9050700,60,18527,2017,12,105.8,
USGS,9050700,60,18527,2018,1,106.5,
USGS,9050700,60,18527,2018,2,106.4,
USGS,9050700,60,18527,2018,3,104.7,
USGS,9050700,60,18527,2018,4,116.7,
USGS,9050700,60,18527,2018,5,196.8,
USGS,9050700,60,18527,2018,6,469.1,
