#,,,,,,,
#,,,,,,,
# US Geological Survey,,,,,,,
# retrieved: 2022-06-29 22:47:22 EDT      (caww01),,,,,,,
#,,,,,,,
# This file contains USGS Surface-Water Monthly Statistics,,,,,,,
#,,,,,,,
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.,,,,,,,
# The user is responsible for assessment and use of statistics from this site.,,,,,,,
# For more details on why the statistics may not match,,,,,,,
#,,,,,,,
# ** No Incomplete data have been used for statistical calculation,,,,,,,
#,,,,,,,
# This file includes the following columns:,,,,,,,
#,,,,,,,
#,,,,,,,
# agency_cd    agency code,,,,,,,
# site_no USGS site number,,,,,,,
# parameter_cd,,,,,,,
# ts_id,,,,,,,
# year_nu Calendar year for value,,,,,,,
# month_nu     Month for value,,,,,,,
# mean_va monthly-mean value.,,,,,,,
#         if there is not complete record,,,,,,,
#         for a month this field is blank,,,,,,,
#,,,,,,,
#,,,,,,,
# Sites in this file include:,,,,,,,
# USGS 09085100 COLORADO RIVER BELOW GLENWOOD SPRINGS,,,,,,,
# ,,,,,,,
# Explanation of Parameter Code and ts_id used in the Statistics Data ,,,,,,,
# parameter_cd,Parameter Name,,,,,ts_id,Location Name
# 00060,,Discharge,,,,,
#,,,,,,,
#,,,,,,,
agency_cd,site_no,parameter_cd,ts_id,year_nu,month_nu,mean_va,
5s,15s,5s,3n,4s,2s,12n,
USGS,9085100,60,18723,2001,5,5390,
USGS,9085100,60,18723,2001,6,4860,
USGS,9085100,60,18723,2001,7,2405,
USGS,9085100,60,18723,2001,8,2403,
USGS,9085100,60,18723,2001,9,2225,
USGS,9085100,60,18723,2001,10,1704,
USGS,9085100,60,18723,2001,11,1350,
USGS,9085100,60,18723,2001,12,1074,
USGS,9085100,60,18723,2002,1,1093,
USGS,9085100,60,18723,2002,2,996.7,
USGS,9085100,60,18723,2002,3,1107,
USGS,9085100,60,18723,2002,4,1913,
USGS,9085100,60,18723,2002,5,2340,
USGS,9085100,60,18723,2002,6,2364,
USGS,9085100,60,18723,2002,7,1594,
USGS,9085100,60,18723,2002,8,1464,
USGS,9085100,60,18723,2002,9,1255,
USGS,9085100,60,18723,2002,10,1257,
USGS,9085100,60,18723,2002,11,1287,
USGS,9085100,60,18723,2002,12,975.6,
USGS,9085100,60,18723,2003,1,925.5,
USGS,9085100,60,18723,2003,2,940.1,
USGS,9085100,60,18723,2003,3,1119,
USGS,9085100,60,18723,2003,4,1548,
USGS,9085100,60,18723,2003,5,5801,
USGS,9085100,60,18723,2003,6,7292,
USGS,9085100,60,18723,2003,7,2501,
USGS,9085100,60,18723,2003,8,2032,
USGS,9085100,60,18723,2003,9,2122,
USGS,9085100,60,18723,2003,10,2143,
USGS,9085100,60,18723,2003,11,1420,
USGS,9085100,60,18723,2003,12,1239,
USGS,9085100,60,18723,2004,1,1127,
USGS,9085100,60,18723,2004,2,1104,
USGS,9085100,60,18723,2004,3,1398,
USGS,9085100,60,18723,2004,4,1773,
USGS,9085100,60,18723,2004,5,3959,
USGS,9085100,60,18723,2004,6,4177,
USGS,9085100,60,18723,2004,7,2304,
USGS,9085100,60,18723,2004,8,1853,
USGS,9085100,60,18723,2004,9,1835,
USGS,9085100,60,18723,2004,10,1879,
USGS,9085100,60,18723,2004,11,1609,
USGS,9085100,60,18723,2004,12,1245,
USGS,9085100,60,18723,2005,1,1285,
USGS,9085100,60,18723,2005,2,1126,
USGS,9085100,60,18723,2005,3,1223,
USGS,9085100,60,18723,2005,4,2237,
USGS,9085100,60,18723,2005,5,5790,
USGS,9085100,60,18723,2005,6,8276,
USGS,9085100,60,18723,2005,7,4939,
USGS,9085100,60,18723,2005,8,2531,
USGS,9085100,60,18723,2005,9,2279,
USGS,9085100,60,18723,2005,10,2098,
USGS,9085100,60,18723,2005,11,1882,
USGS,9085100,60,18723,2005,12,1653,
USGS,9085100,60,18723,2006,1,1495,
USGS,9085100,60,18723,2006,2,1476,
USGS,9085100,60,18723,2006,3,1776,
USGS,9085100,60,18723,2006,4,3993,
USGS,9085100,60,18723,2006,5,8113,
USGS,9085100,60,18723,2006,6,6758,
USGS,9085100,60,18723,2006,7,3355,
USGS,9085100,60,18723,2006,8,2509,
USGS,9085100,60,18723,2006,9,2356,
USGS,9085100,60,18723,2006,10,2349,
USGS,9085100,60,18723,2006,11,1881,
USGS,9085100,60,18723,2006,12,1569,
USGS,9085100,60,18723,2007,1,1341,
USGS,9085100,60,18723,2007,2,1521,
USGS,9085100,60,18723,2007,3,2109,
USGS,9085100,60,18723,2007,4,2672,
USGS,9085100,60,18723,2007,5,6393,
USGS,9085100,60,18723,2007,6,7092,
USGS,9085100,60,18723,2007,7,3177,
USGS,9085100,60,18723,2007,8,2382,
USGS,9085100,60,18723,2007,9,2408,
USGS,9085100,60,18723,2007,10,2187,
USGS,9085100,60,18723,2007,11,1619,
USGS,9085100,60,18723,2007,12,1443,
USGS,9085100,60,18723,2008,1,1288,
USGS,9085100,60,18723,2008,2,1442,
USGS,9085100,60,18723,2008,3,1641,
USGS,9085100,60,18723,2008,4,2808,
USGS,9085100,60,18723,2008,5,8926,
USGS,9085100,60,18723,2008,6,14200,
USGS,9085100,60,18723,2008,7,7433,
USGS,9085100,60,18723,2008,8,3209,
USGS,9085100,60,18723,2008,9,2811,
USGS,9085100,60,18723,2008,10,2325,
USGS,9085100,60,18723,2008,11,1670,
USGS,9085100,60,18723,2008,12,1462,
USGS,9085100,60,18723,2009,1,1394,
USGS,9085100,60,18723,2009,2,1356,
USGS,9085100,60,18723,2009,3,1484,
USGS,9085100,60,18723,2009,4,2862,
USGS,9085100,60,18723,2009,5,11340,
USGS,9085100,60,18723,2009,6,12240,
USGS,9085100,60,18723,2009,7,5899,
USGS,9085100,60,18723,2009,8,2844,
USGS,9085100,60,18723,2009,9,2222,
USGS,9085100,60,18723,2009,10,2163,
USGS,9085100,60,18723,2009,11,1553,
USGS,9085100,60,18723,2009,12,1242,
USGS,9085100,60,18723,2010,1,1304,
USGS,9085100,60,18723,2010,2,1266,
USGS,9085100,60,18723,2010,3,1308,
USGS,9085100,60,18723,2010,4,2541,
USGS,9085100,60,18723,2010,5,5302,
USGS,9085100,60,18723,2010,6,12640,
USGS,9085100,60,18723,2010,7,3785,
USGS,9085100,60,18723,2010,8,2935,
USGS,9085100,60,18723,2010,9,2397,
USGS,9085100,60,18723,2010,10,2145,
USGS,9085100,60,18723,2010,11,1640,
USGS,9085100,60,18723,2010,12,1506,
USGS,9085100,60,18723,2011,1,1310,
USGS,9085100,60,18723,2011,2,1314,
USGS,9085100,60,18723,2011,3,1727,
USGS,9085100,60,18723,2011,4,3564,
USGS,9085100,60,18723,2011,5,9200,
USGS,9085100,60,18723,2011,6,22230,
USGS,9085100,60,18723,2011,7,15540,
USGS,9085100,60,18723,2011,8,4193,
USGS,9085100,60,18723,2011,9,3043,
USGS,9085100,60,18723,2011,10,2766,
USGS,9085100,60,18723,2011,11,1950,
USGS,9085100,60,18723,2011,12,1584,
USGS,9085100,60,18723,2012,1,1499,
USGS,9085100,60,18723,2012,2,1373,
USGS,9085100,60,18723,2012,3,1700,
USGS,9085100,60,18723,2012,4,2110,
USGS,9085100,60,18723,2012,5,2982,
USGS,9085100,60,18723,2012,6,2533,
USGS,9085100,60,18723,2012,7,2166,
USGS,9085100,60,18723,2012,8,2031,
USGS,9085100,60,18723,2012,9,1755,
USGS,9085100,60,18723,2012,10,1484,
USGS,9085100,60,18723,2012,11,1250,
USGS,9085100,60,18723,2012,12,1046,
USGS,9085100,60,18723,2013,1,1028,
USGS,9085100,60,18723,2013,2,1024,
USGS,9085100,60,18723,2013,3,1104,
USGS,9085100,60,18723,2013,4,1421,
USGS,9085100,60,18723,2013,5,5151,
USGS,9085100,60,18723,2013,6,5781,
USGS,9085100,60,18723,2013,7,2314,
USGS,9085100,60,18723,2013,8,2250,
USGS,9085100,60,18723,2013,9,2336,
USGS,9085100,60,18723,2013,10,2068,
USGS,9085100,60,18723,2013,11,1688,
USGS,9085100,60,18723,2013,12,1316,
USGS,9085100,60,18723,2014,1,1406,
USGS,9085100,60,18723,2014,2,1591,
USGS,9085100,60,18723,2014,3,1996,
USGS,9085100,60,18723,2014,4,4715,
USGS,9085100,60,18723,2014,5,10680,
USGS,9085100,60,18723,2014,6,14630,
USGS,9085100,60,18723,2014,7,5861,
USGS,9085100,60,18723,2014,8,3055,
USGS,9085100,60,18723,2014,9,2850,
USGS,9085100,60,18723,2014,10,2802,
USGS,9085100,60,18723,2014,11,2016,
USGS,9085100,60,18723,2014,12,1579,
USGS,9085100,60,18723,2015,1,1531,
USGS,9085100,60,18723,2015,2,1578,
USGS,9085100,60,18723,2015,3,1929,
USGS,9085100,60,18723,2015,4,2625,
USGS,9085100,60,18723,2015,5,6316,
USGS,9085100,60,18723,2015,6,15510,
USGS,9085100,60,18723,2015,7,5954,
USGS,9085100,60,18723,2015,8,2655,
USGS,9085100,60,18723,2015,9,2424,
USGS,9085100,60,18723,2015,10,2215,
USGS,9085100,60,18723,2015,11,1692,
USGS,9085100,60,18723,2015,12,1389,
USGS,9085100,60,18723,2016,1,1318,
USGS,9085100,60,18723,2016,2,1351,
USGS,9085100,60,18723,2016,3,1475,
USGS,9085100,60,18723,2016,4,2261,
USGS,9085100,60,18723,2016,5,6605,
USGS,9085100,60,18723,2016,6,12920,
USGS,9085100,60,18723,2016,7,4079,
USGS,9085100,60,18723,2016,8,2607,
USGS,9085100,60,18723,2016,9,2168,
USGS,9085100,60,18723,2016,10,2020,
USGS,9085100,60,18723,2016,11,1531,
USGS,9085100,60,18723,2016,12,1396,
USGS,9085100,60,18723,2017,1,1405,
USGS,9085100,60,18723,2017,2,1468,
USGS,9085100,60,18723,2017,3,1820,
USGS,9085100,60,18723,2017,4,2782,
USGS,9085100,60,18723,2017,5,5459,
USGS,9085100,60,18723,2017,6,11470,
USGS,9085100,60,18723,2017,7,4719,
USGS,9085100,60,18723,2017,8,2937,
USGS,9085100,60,18723,2017,9,2546,
USGS,9085100,60,18723,2017,10,2487,
USGS,9085100,60,18723,2017,11,1708,
USGS,9085100,60,18723,2017,12,1320,
USGS,9085100,60,18723,2018,1,1302,
USGS,9085100,60,18723,2018,2,1286,
USGS,9085100,60,18723,2018,3,1380,
USGS,9085100,60,18723,2018,4,2095,
USGS,9085100,60,18723,2018,5,4902,
USGS,9085100,60,18723,2018,6,3772,
USGS,9085100,60,18723,2018,7,2109,
USGS,9085100,60,18723,2018,8,2305,
USGS,9085100,60,18723,2018,9,1700,
USGS,9085100,60,18723,2018,10,1548,
USGS,9085100,60,18723,2018,11,1389,
USGS,9085100,60,18723,2018,12,1221,
USGS,9085100,60,18723,2019,1,1114,
USGS,9085100,60,18723,2019,2,1104,
USGS,9085100,60,18723,2019,3,1339,
USGS,9085100,60,18723,2019,4,2942,
USGS,9085100,60,18723,2019,5,5437,
USGS,9085100,60,18723,2019,6,13600,
USGS,9085100,60,18723,2019,7,11580,
USGS,9085100,60,18723,2019,8,3712,
