1909,9010500,1016,521,482,450,337,444,694,11881,43882,25293,4422,3085,92507
1910,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1911,9010500,1440,877,809,939,739,766,2090,21987,41673,12760,3434,2110,89624
1912,9010500,2254,1703,976,599,534,536,1045,11630,36654,22118,5611,2576,86236
1913,9010500,2052,1497,976,769,655,651,2504,13703,20901,10349,2672,3093,59822
1914,9010500,2782,1908,1143,769,655,694,2505,22165,42419,14394,4021,3036,96491
1915,9010500,2660,1497,809,531,457,536,3688,8971,19290,12180,3386,2445,56450
1916,9010500,2237,1749,1205,1154,951,983,3654,12069,23136,11371,4064,3108,65681
1917,9010500,2701,1966,1336,1003,750,711,2202,9700,43329,23953,3894,2354,93899
1918,9010500,1701,1492,1029,578,329,562,1917,16483,43873,11739,2818,2119,84640
1919,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1920,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1921,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1922,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1923,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1924,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1925,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1926,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1927,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1928,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1929,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1930,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1931,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1932,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1933,9010500,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
1934,9010500,830,422,342,259,260,352,1428,7972,7521,3756,1064,1021,25227
1935,9010500,692,607,526,361,288,322,1193,5950,24331,11588,1940,1240,49038
1936,9010500,955,494,432,521,431,435,7371,18914,21477,8946,3244,1363,64583
1937,9010500,1201,864,720,610,558,592,1718,10651,13408,7308,2044,1737,41411
1938,9010500,1951,1371,858,760,617,521,3135,14191,26712,9628,1586,2108,63438
1939,9010500,1301,834,584,517,422,564,2774,13868,14675,4618,901,1071,42129
1940,9010500,1138,611,373,318,301,443,1779,8881,13093,5055,1195,1579,34766
1941,9010500,1644,930,567,421,340,436,1224,13522,16040,6288,1487,1614,44513
1942,9010500,1382,874,783,627,395,415,2098,7150,16920,5712,852,891,38099
1943,9010500,783,552,478,392,371,435,3297,8737,17231,5968,1237,811,40292
1944,9010500,1167,816,447,253,263,340,1091,10297,16926,6914,666,728,39908
1945,9010500,660,515,344,288,282,380,1072,9631,17061,9561,2591,1169,43554
1946,9010500,1111,747,539,535,420,450,2899,6121,13050,4331,764,1186,32153
1947,9010500,1201,937,587,374,330,459,1170,13522,21712,10294,1759,1436,53781
1948,9010500,1663,1448,707,499,458,525,1972,11643,11774,3832,806,561,35888
1949,9010500,795,655,591,544,490,464,1998,10867,26563,9651,1616,968,55202
1950,9010500,1224,637,441,483,405,478,1795,6843,14882,4417,806,1646,34057
1951,9010500,1158,809,565,463,427,475,1368,11860,21724,10088,3272,1560,53769
1952,9010500,1321,851,856,673,529,425,1944,15417,30232,5646,2601,1483,61978
1953,9010500,912,630,557,534,453,458,1234,7884,14351,3560,1984,998,33555
1954,9010500,693,551,421,367,319,359,2291,6187,4151,1678,680,1364,19061
1955,9010500,1702,736,519,445,314,313,2261,6643,8545,3136,1527,916,27057
1956,9010500,785,677,531,329,279,340,1886,15257,11508,2118,1206,701,35617
1957,9010500,569,442,280,240,232,347,848,7180,27509,19188,2721,1736,61292
1958,9010500,1664,893,575,517,403,407,780,19381,15935,2241,1349,944,45089
1959,9010500,667,541,321,288,258,301,857,7863,12589,3023,1803,1517,30028
1960,9010500,2315,1599,778,528,476,620,3372,8813,14400,3511,1267,1517,39196
1961,9010500,1178,789,615,492,389,462,922,9814,21360,3461,1761,4491,45734
1962,9010500,5147,2212,1067,636,474,546,4431,13283,18254,8755,1755,1023,57583
1963,9010500,1109,567,404,269,265,343,2023,10413,8356,2553,2422,1732,30456
1964,9010500,1162,748,526,499,393,444,779,12560,13698,5526,2287,1059,39681
1965,9010500,760,521,421,333,287,348,1289,9699,30153,10939,3086,2245,60081
1966,9010500,2416,1258,855,627,491,573,2091,9003,7547,2577,1070,1004,29512
1967,9010500,1388,766,466,372,346,503,2124,9797,23701,14283,1924,2335,58005
1968,9010500,1924,970,600,455,470,527,730,6010,26502,6772,2110,1502,48572
1969,9010500,1190,647,572,534,492,462,1970,12853,19000,6946,1521,1791,47978
1970,9010500,1841,958,688,661,573,649,692,15049,31637,7567,2370,1831,64516
1971,9010500,1718,1131,801,650,490,555,2541,9570,32567,9001,2023,1866,62913
1972,9010500,1454,708,490,434,406,730,2190,10743,20097,3150,1734,1795,43931
1973,9010500,2059,1107,686,592,446,512,553,8949,25361,10308,3485,1916,55974
