1908,68426,0,3640,2468,8702,204,6671,50231,13074,5916,4079,0,0,2234,2052,26322,11481,1044,17544,1523,7376,74330,8480,821,8389,0,2904,694,1223,6144,2190,3812,25602,2261
1909,101379,0,3510,251000,8702,36364,6671,78172,13074,5311,12785,0,0,2234,2052,43572,11481,5170,17937,65747,7274,292323,8480,821,8389,0,2904,580,18123,5961,8460,3571,25664,2261
1910,98573,0,4183,229268,8702,28810,6671,71416,13074,4912,13574,0,0,2234,2052,43735,11481,272,17545,65863,7405,303231,8480,821,8389,0,2904,284,2627,5399,8460,3571,25664,2261
1911,98810,0,4214,236494,8702,42397,6671,71343,13074,3878,13560,0,0,2234,2052,45807,11481,1333,17545,65863,7179,387546,8480,821,8389,0,2904,700,12429,6021,8460,3571,25664,2261
1912,102835,0,4268,255725,8702,42332,6671,77997,13074,4322,13595,0,0,2234,2052,44851,11481,5716,17937,65863,7306,505900,8480,821,8389,0,2904,866,20291,6255,8460,3524,25664,2261
1913,99363,0,4214,245296,8702,40393,6671,71415,13074,5009,13563,0,0,2234,2052,44610,11481,1577,17545,65863,7511,504203,8480,821,8389,0,2904,700,5847,5773,8460,3443,25664,2261
1914,102249,0,4268,254537,8702,40941,6671,77996,13074,4414,13574,0,0,2234,2052,45664,11481,4894,17937,65863,7132,506835,8480,821,8389,0,2904,477,17652,5482,8460,3571,25664,2261
1915,99337,0,4214,227543,8702,35789,6671,71415,13074,4165,13538,0,0,2234,2052,51949,11481,247,17545,65863,7362,507807,8480,821,8389,0,2844,210,2300,4770,8460,3572,25664,2261
1916,99305,0,4268,255266,8702,40302,6671,71343,13074,5150,13574,0,0,2234,2052,44611,11481,2677,17545,65863,7446,512397,8480,821,8389,0,2904,871,11191,5780,8460,3571,25664,2261
1917,97647,0,4268,254555,8702,40937,6671,73556,13074,4244,13595,0,0,2234,2052,45542,11481,4160,17545,65863,7511,501134,8480,821,8389,0,2904,900,14975,5479,8460,3571,25664,2261
1918,101231,0,4214,245832,8702,42537,6671,77972,13074,5575,13574,0,0,2234,2052,46542,11481,3013,17545,65863,7435,509489,8480,821,8389,0,2904,700,9693,6121,8460,3571,25664,2261
1919,97188,0,4214,222194,8702,38929,6671,70492,13074,5350,13574,0,0,2234,2052,44918,11481,1548,17937,65863,6929,490815,8480,821,8389,0,2904,284,2642,5556,8460,3571,25664,2261
1920,98703,0,4268,254867,8702,41110,6671,73710,13074,4565,13574,0,0,2234,2052,45064,11481,3636,17545,65863,7416,513127,8480,821,8389,0,2904,503,10068,5494,8460,3478,25664,2261
1921,100813,0,4268,253136,8702,40399,6671,73646,13074,5048,13595,0,0,2234,2052,44807,11481,4846,17544,65863,7450,508753,8480,821,8389,0,2904,615,12730,6205,8460,3572,25664,2261
1922,99630,0,4214,222572,8702,40501,6671,71318,13074,4749,13595,0,0,2234,2052,44509,11481,1255,17937,65863,6968,482495,8480,821,8389,0,2904,471,3447,5817,8460,3571,25664,2261
1923,102484,0,4268,253094,8702,41424,6671,77997,13074,5600,13595,0,0,2234,2052,45161,11481,4464,17544,65863,7385,508368,8480,821,8389,0,2904,870,16977,6143,8460,3575,25664,2261
1924,98759,0,4214,221502,8702,39542,6671,76075,13074,4005,13577,0,0,2234,2052,50119,11481,284,17937,65863,7052,475614,8480,821,8389,0,2708,0,3606,5727,8460,3688,25664,2261
1925,99061,0,4214,241163,8702,42413,6671,76075,13074,4315,13595,0,0,2234,2052,43546,11481,3277,17545,65863,7494,507022,8480,821,8389,0,2904,0,9725,6441,8460,3731,25664,2261
1926,97666,0,4214,247822,8702,39871,6671,73822,13074,5308,13574,0,0,2234,2052,52014,11481,2743,17545,65863,7514,509781,8480,821,8389,0,2904,653,7763,6139,8460,3571,25664,2261
1927,99430,0,4300,256476,8702,42610,6671,73650,13074,5074,13595,0,0,2234,2052,45012,11481,5035,17545,65863,7461,516599,8480,821,8389,0,2904,866,18800,6469,8460,3716,25664,2261
1928,97957,0,4214,244057,8702,40912,6671,73643,13074,5246,13523,0,0,2234,2052,44871,11481,2554,17937,65863,7051,488139,8480,821,8389,0,2904,866,17446,6246,8460,3579,25664,2261
1929,102835,0,4300,256181,8702,43121,6671,77971,13074,5003,13595,0,0,2234,2052,47008,11481,5930,17545,65863,7500,518244,8480,821,8389,0,2904,866,32509,6281,8460,3656,25664,2261
1930,102835,0,4268,249273,8702,40719,6671,84988,13074,4151,13533,0,0,2234,2052,44538,11481,5209,17906,65863,7207,505594,8480,821,8389,0,2904,866,12235,6247,8460,3571,25664,2261
1931,97795,0,4182,226886,8702,32662,6671,76899,13074,4078,13360,0,0,2234,2052,50148,11481,247,17906,65335,7211,483307,8480,821,8389,0,2683,93,2952,5734,8460,3571,25664,2261
1932,98193,0,4214,247268,8702,36504,6671,75961,13074,5065,13574,0,0,2234,2052,50612,11481,1110,17937,65863,6909,489371,8480,821,8389,0,2904,802,9255,6286,8460,3571,25664,2261
